number,text,label
train-1282,"After the full ""Justice League"" trailer dropped on Saturday  many fans had one major question: ""Where is Superman?"" Some said the clip  which features the likes of Batman  the Flash  Aquaman and Wonder Woman  isn't complete without the Man of Steel. Although he hasn't yet made an appearance in the ""Justice League"" trailers (the first one was released last year at Comic-Con)  Henry Cavill  who plays Superman  is listed on IMDB in the ""Justice League"" cast. So  he's coming back somehow. Furthermore  the clip from this weekend was the first to feature Amy Adams  who plays Clark Kent's love interest  Lois Lane. If you recall from ""Batman v Superman  the Flash travels back in time and mentions Lois is the key to something. Another teaser at the end of Dawn of Justice"" was the floating dirt on Superman's grave. This was director Zack Snyder's best effort to tell fans he's most definitely coming back. Snyder so far has been mum about these important details. Snyder did  however  speak to USA Today over the weekend and touched on the imminent comeback of one of the greatest heroes in comic book history. ""It's hard to have a 'Justice League' without Superman. That's how I feel about it  he said. It was always a super-intriguing concept to me to have this opportunity to have him make that sacrifice but also have him be this  in a weird sort of way  the why of 'Justice League:' What do you do now with him? What does the team think? What does the world need? All that comes into play. It's fun for us but it'll be interesting for audiences what we do with him.""",0
train-1283,"Actress Scarlett Johansson opened up about her new film  ""Ghost in the Shell  addressing the controversy surrounding her being cast as the heroine and discussing the difficulties of being a woman in Hollywood, in an interview with Good Morning America"" anchor Michael Strahan that aired today. Johansson said that when ""Ghost in the Shell"" was first brought to her attention it ""seemed incredibly daunting  adding that her daughter was still very young, and my head space was not at all like  in the 'Ghost in the Shell.'"" ""But I thought  gosh  it's really hard to turn down the opportunity to be front and center for something that has such a built-in fanbase that's like  so dedicated and totally obsessed  the actress said. And also  you know  to be able to have the studio back something like this  Johansson added, as an actor ... as a woman  it's rare. I hope it's not always so rare  but it is.""",0
train-1284,"Good news for fans hopelessly devoted to ""Grease"" stars John Travolta and Olivia Newton-John. Newtwon-John told Britain's The Mirror that a reunion could be in the works next year to mark the 1978 film's 40th anniversary. The Australian actress and singer  68  confirmed that she and Travolta have been discussing ideas for a reunion  but she didn't divulge any details. Speaking ahead of the Fame Awards at Hard Rock Live in Las Vegas  where she was receiving the Icon Award  Newton-John told The Mirror  ""We are thinking up ways. Nothing to announce yet."" ""Forty years anniversary of 'Grease ' which I can't believe  she continued. Time goes so fast. It is so exciting."" Marking the 40th anniversary could be one of Newton-John's last performances before she retires from 50 years in show business. ""As time goes on I think of doing less and having more time off  she said. But it wouldn't be the first time the thought has crossed her mind. Every year for the last 20 years  I thought I was retiring and then somebody would say  'How about this?' and it's like  'Oh  that looks fun ' or 'How about this?'"" Newton-John admitted. ""Things that I would never think about.""",0
train-1285,"White House Press Secretary Sean Spicer told a reporter to ""stop shaking your head"" during an exchange at his daily press briefing Tuesday. Spicer appeared annoyed by April Ryan  Washington bureau chief for American Urban Radio Networks  when she asked what President Trump's administration would do to revamp its image following reports of its ties to Russia. Spicer objected to the premise  saying: ""I appreciate your agenda here. At some point  report the facts."" He said there has been no proven collusion between Trump associates and Russian officials over interference in last year's election  quipping that ""if the president put Russian salad dressing on his salad tonight  somehow that's a Russian connection."" Spicer said Ryan appeared ""hell-bent"" on projecting her own image of the White House when she asked what Trump might be doing to repair a relationship with former Secretary of State Condoleezza Rice  who did not support his campaign and was meeting with the president later this week. ""Please stop shaking your head again  Spicer said to Ryan. He said the president was fulfilling a promise to build bridges with both supporters and opponents.",0
train-1286,"The Walt Disney Studios unveiled the fifth installment in their ""Pirates of the Caribbean"" franchise ""Dead Men Tell No Tales"" Tuesday night at CinemaCon in Las Vegas. Initial reactions from those in attendance  including press  theater owners and exhibitors  were largely positive  celebrating a return to form for the franchise and the well-done VFX. Official reviews are under embargo until May 22. The swashbuckling film sees the return of Johnny Depp as Captain Jack Sparrow and Geoffrey Rush as Barbossa and introduces a new young cast including Brenton Thwaites and Kaya Scodelario. Javier Bardem plays a ghostly villain with a vengeance as they all search for the trident of Poseidon on the high seas. Orlando Bloom also returns as Will Sparrow  who hasn't been in a ""Pirates"" film since 2007's ""At World's End."" ""Dead Men Tell No Tales"" is the first ""Pirates"" film since 2011's ""On Stranger Tides"" and the first to be directed by Joachim R?nning and Espen Sandberg. To date  the franchise has grossed over $3.73 billion worldwide for the studio  and there is some pressure on this fifth film to continue the enormous successes of the previous films while also redeeming its lagging reputation.",0
train-1287,"Patricia Arquette and more react to United Airlines leggings incident  ""After United Airlines barred two girls from boarding a flight this weekend because they were wearing leggings  which the company said is part of their policy for relatives and friends of employees who travel for free on standby  actors and activists have taken to social media to criticize the airline's choices in the incident. Activist Shannon Watts first tweeted the incident early Sunday  writing  ""A @united gate agent isn't letting girls in leggings get on flight from Denver to Minneapolis because spandex is not allowed?"" Watts is a mother of five and the founder of Moms Demand Action for Gun Sense in America. After major news outlets picked up reports of the incident in Denver  a spokesman for the airline confirmed the report to ABC News  adding that two teens weren't allowed on the flight because leggings are ""not in compliance with dress code policy for company benefit travel  a program that lets the airline's workers and their families travel for free, but within certain guidelines. There are different rules for these privileges because people are flying for free  the spokesperson added.",0
train-1288,"Katy Perry has paid special tribute to an 18-year-old superfan who died in a car accident. According to ABC affiliate KTBS-TV in Shreveport  Louisiana  18-year-old Katie Bell died this past weekend when she lost control of her car and collided head-on with another vehicle. The other driver was also killed. ""We see you angel and we love and will miss you  Perry tweeted on Tuesday morning. KC's  light a candle for Katie. Rest In Peace."" She included one of Bell's videos in her tweet. News of Bell's death apparently inspired the hashtag #RIPKatycatKatie -- Perry fans call themselves ""KatyCats"" -- and Perry herself took notice. To further honor Bell  Perry changed her name on her Twitter profile to Bell's hashtag.",0
train-1289,"Alec Baldwin has revealed that he almost passed on playing Donald Trump on ""Saturday Night Live."" The actor told Vanity Fair for its April cover story that he originally passed on ""SNL"" producer Lorne Michaels' offer to play Trump but changed his mind after a film role fell through. ""I was supposed to do a film. And the people who were doing the film were supposed to escrow money to guarantee that I would get paid  he said in a video accompanying the cover story. And they didn't put the money in escrow. And that's when I hung up and said I'm not going to go do the movie and I'm going to go do the thing with Lorne. And I think to myself  'What if I hadn't done that?' ... It's turned out to be this incredible opportunity."" Baldwin's impression has been so popular that he has parlayed it into an upcoming satirical book and made his record 17th appearance as host of ""SNL"" earlier this year. He talks about playing Trump  working with ""SNL"" stars Kate McKinnon and Tina Fey  and starring in the best role of his life in his new memoir ""Nevertheless  due out next month. Vanity Fair published an exclusive excerpt.",0
train-1290,"The chance to play the late David Bowie's piano while enjoying unobstructed views of Central Park in a New York City apartment could be yours for $6.495 million. A three-bedroom  two-and-a-half-bath apartment once owned by Bowie and his wife  Iman  went on the market on Monday. The couple sold the apartment  located in the Essex House on Central Park South  in 2002  10 years after they wed. Bowie's Yamaha piano was included in the 2002 sale and has remained in the apartment ever since. The current sellers  who did not buy the apartment from Bowie and Iman  are keeping the tradition alive by including the piano in the listing price. ""I would imagine it is hard to move but I think it's really a great catch for buyers  the apartment's exclusive agent, Bernice Leventhal of the Corcoran Group, told ABC News. The 1,877-square-foot home is used as a pied-à-terre by its current owners. It features a limestone foyer, walk-in closet, two master-sized bedrooms and a master bath with a rain shower and heated floors.",0
train-1291,"Michelle Pfeiffer is juggling a much busier schedule these days. Speaking with director Darren Aronofsky for Interview magazine  she said her Hollywood career was put on the back burner after she had children  but she's now ready to get back in the game. ""I've never lost my love for acting. I feel really at home on the movie set. I'm a more balanced person honestly when I'm working  Pfeiffer told Aronofsky. But I was pretty careful about where I shot  how long I was away  whether or not it worked with the kids' schedule. And I got so picky that I was unhirable."" She's now an ""empty nester  she said; her daughter Claudia Rose Pfeiffer is 24 and son John Henry Kelley is 22. This has given her the ability to take on more roles. This year, she'll be seen in HBO's The Wizard of Lies"" alongside Robert De Niro  Aronofsky's ""Mother!"" and an adaptation of Agatha Christie's ""Murder on the Orient Express  which will also star Johnny Depp, Josh Gad and Penelope Cruz. She also starred in the indie film Where Is Kyra?"" which premiered earlier this year.",0
train-1292,"Lauren Cohan  who has played farm girl-turned-fighter Maggie since season 2 of ""The Walking Dead  isn't giving away any spoilers for the season 7 finale. But she does acknowledge that it will be heartbreaking."" ""You're certainly in for a lot of emotion  she told HarpersBazaar.com in a new interview. [It's] incredibly bittersweet  beautiful and heartbreaking."" As any fan of the show knows  AMC's zombie apocalypse drama has always been heartbreaking -- evidenced in this season's premiere when two of the show's beloved cast members fell victim to Negan  played by Jeffrey Dean Morgan. As always  the cast held a traditional sendoff  or so called ""death dinner  for their fallen cast members. It's funny when I stop to think about calling them death dinners. It's such a frequent part of our lingo that I forget how absurd it is  like spying on your own funeral  Cohan explained. We've had some of our best nights together at them. There's always a lot of tears  but we also have bonfires and play games and get to tell the family member leaving how much we love them -- and  you know  completely embarrass them.""",0
train-1293,"It's dusty work being a Tomb Raider  as the first picture of Alicia Vikander as Lara Croft reveals. The Swedish Oscar-winner takes over from Angelina Jolie in the latest film to be drawn from the popular video game franchise. Described as a reboot  the film is said to be an origins tale drawn from the plot of the Tomb Raider game released in 2013. Directed by the fabulously named Roar Uthaug  it's due out in March 2018. Vikander  who won an Oscar for The Danish Girl  describes Lara as ""a truly iconic character"" who acts as ""a model for many young women"". ""She's trying to carve out her place in the world and connect her future with her past  the 28-year-old told Vanity Fair. Norwegian director Uthaug said the film - which also stars Dominic West as Croft's father - would focus not only on Lara's strength and physical accomplishments but her humanity"".",0
train-1294,"As the world warms, more water evaporates, leading to more moisture in the air. This means many areas will experience more intense rainfall - and in some places snowfall. But the risk of drought in inland areas during hot summers will increase. More flooding is expected from storms and rising sea levels. But there are likely to be very strong regional variations in these patterns.
Poorer countries, which are least equipped to deal with rapid change, could suffer the most.

Plant and animal extinctions are predicted as habitats change faster than species can adapt. And the World Health Organization (WHO) has warned that the health of millions could be threatened by increases in malaria, water-borne disease and malnutrition.",0
train-1295,"This is the kind of news that school-choice advocates and skeptics alike need to pay attention to: The Economist magazine reports that a team of academic economists found that students who won a lottery in Louisiana to receive vouchers to go to the public or private school of their choice did worse than students who didn't win the lottery.

This outcome flies in the face of the predictions of many economists, who often tout school choice as a way to improve the U.S. educational system while also increasing equality of opportunity. Economists typically assume that people are rational and well-informed, and will make decisions that benefit them. If giving students and their parents more school choice hurts the students academically, then something is seriously wrong with the theory.",0
train-1296,"Last Friday, the Labor Department announced that the U.S. economy had enjoyed a record 76 consecutive months with job gains. Yet at the same time, the U.S. Chamber of Commerce reports that 5.6 million jobs remain unfilled because of a pernicious ""skills gap"" -- or mismatch between employers' needs and workers' abilities. In a Business Roundtable survey, 45 percent of C-suite executives say hiring is particularly difficult in so-called STEM fields, those requiring expertise in science, technology, engineering and math. 

College graduates themselves are no less concerned: A national survey commissioned by Northeastern University found that just 14 percent of recent college graduates believe their education prepared them to work with artificial intelligence and robotics -- innovations poised to transform the American workplace.",0
train-1297,"In January, New York City's schools chancellor, Carmen Fari�a, sent a letter home to students' families, reassuring them that the city was not keeping records of their immigration status and that immigration agents would not be roaming schools unfettered.

But that has not kept the questions from coming, said Maite Junco, a senior adviser at the city's Education Department.

School administrators and parents who are worried about the Trump administration's crackdown on undocumented immigrants want ""details on exactly how the process works,"" Ms. Junco said.",0
train-1298,"RANCHO CUCAMONGA, Calif. -  Authorities learned a 6-year-old brought a gun to an elementary school outside Los Angeles, but parents of other students didn't learn about it for nearly two weeks.

The student's grandmother found the firearm in his backpack earlier in March. The Sun newspaper reported (goo.gl/3spf8z) that the child said he received it from another student in the Cucamonga School District, about 40 miles (64 kilometers) east of Los Angeles.",0
train-1299,"Before he became president, Donald J. Trump called climate change a hoax, questioned the safety of vaccines and mocked renewable energy as a plaything of ""tree-huggers.""

So perhaps it is no surprise that Mr. Trump's first budget took direct aim at basic scientific and medical research.

Still, the extent of the cuts in the proposed budget unveiled early Thursday shocked scientists, researchers and program administrators. The reductions include $5.8 billion, or 18 percent, from the National Institutes of Health, which fund thousands of researchers working on cancer and other diseases, and $900 million, or a little less than 20 percent, from the Department of Energy's Office of Science, which funds the national laboratories, considered among the crown jewels of basic research in the world.",0
train-1300,"TULSA, Okla. -  A 5-year-old girl is bound for the Scripps National Spelling Bee after becoming the youngest winner of a regional competition in Oklahoma.

Edith Fuller won the Tulsa-area contest by correctly spelling jnana (juh-nah-nuh). Merriam-Webster defines the word as meaning knowledge acquired through meditation in the Hindu tradition.

The Tulsa World reports (http://bit.ly/2mcFYmD ) Edith beat out more than 50 other elementary and middle school students Saturday. Edith is home-schooled and represented the TBC Home Education Fellowship in the bee.",0
train-1301,"Former U.S. Attorney Barbara McQuade will teach at University of Michigan law school.

The school said Tuesday that McQuade will teach criminal law, criminal procedure and national security law. She has undergraduate and law degrees from Michigan.

McQuade says helping today's students develop a deep understanding of the legal system ""has never been more important.""

She was chief federal prosecutor in eastern Michigan for seven years, after 12 years as an assistant U.S. attorney. The Trump administration last week told all U.S. attorneys appointed by President Barack Obama to step down.",0
train-1302,"For once, both teachers and their students agree that less school is a good thing. Or at least less frequent school.

A dynamic shift has begun in rural school districts across the United States, with many considering -- and in some cases implementing -- a four-day school week. The reason is to bring down costs and enrich the learning environment with extracurricular development for pupils.

The trend has been increasingly popular in the Mountain West region of the country, with 88 districts in Colorado, 30 in Oregon and nearly half of all school districts in Montana shifting to a four-day week, according to The Atlantic.",0
train-1303,"More than 100,000 K-12 students across the country experimented with engineering, coding and design in the 4-H National Youth Science Day ""Drone Discovery Challenge"" Wednesday.

Students worked in groups overseen by volunteers to explore the science behind drones and apply it to real-world problems. Younger students experimented with drone engineering and design, while high schoolers learned about computer coding for remote sensors and unmanned flight.

Students didn't experiment with actual drones. To keep costs down, they used items from a 4-H kit, like a paper plate and foam airplane, to learn about the concepts of flight and remote sensing. The only real technological item is the remote sensor.",0
train-1304,"CORPUS CHRISTI, Texas (AP) - Once students began opting to trade in precious recess time for more time in the classroom, Teri Gonzalez knew the school's investment had paid off. 
""If it helps them to begin nurturing that love for science, I'm willing to allow them more time to learn,"" the fifth-grade teacher at Magee Elementary School said.

The Corpus Christi Caller-Times (http://bit.ly/2gdcS3V) reports the investment comes in the form of 57 Wi-Fi microscopes purchased by officials at the school for its K-5 student curriculum.",0
train-1305,"The University of Central Missouri is one of many higher-education institutions to express support for its Muslim students after President Donald Trump's executive order restricting travel by people from seven predominantly Muslim countries.

Like many of the rest, it has reasons for feeling apprehensive that are not solely about empathy.

The university hosted more than 3,700 international students last year, most of them paying full tuition that helps subsidize domestic students. Losing even a portion of those - something there are signs may already be starting to happen nationwide - would have a significant financial impact that could ultimately drive up costs for Americans.",0
train-1306,"STREAMWOOD, Ill. (AP) -- It's a small generator that could power a small light, but the invention could pay some big dividends for a group of Streamwood High School students.

Their wind-powered generator idea won the state competition in the Samsung Solve for Tomorrow contest, which encourages teachers and students to solve real-world issues using classroom skills in science, technology, engineering, arts and mathematics. The 16 students will compete this spring for 10 national finalist slots and ultimately a prize of up to $200,000.",0
train-1307,"The New York City public school system has quietly replaced breakfast cereals made by the Kellogg Company, the titan whose name is virtually synonymous with cereal, with those from a small California upstart called Back to the Roots.

The switch, which follows a student taste test that began last spring, adds menu options that are lower in sugar and sodium and higher in whole grains. Coming in the nation's largest school system, and potentially spreading to other large districts that collaborate with New York in bulk purchases, it is one of the biggest signs to date of the inroads that small food companies are making into the mainstream.",0
train-1308,"Harvard Law School, moving to open its doors to a larger, more diverse pool of applicants, said on Wednesday that it would accept the graduate record examination, known as the GRE, for the admission of students entering its fall 2018 class.

The law school, whose alumni include senators, chief executives, Chief Justice John G. Roberts Jr. and President Barack Obama, is the second accredited law school in the United States to accept the GRE for admission. It follows the University of Arizona James E. Rogers College of Law, which made the change a year ago.",0
train-1309,"A 5th grade teacher in Charlotte, North Carolina knows education alone isn't necessarily enough to get his students excited for class. So he's using personalized handshakes instead. 

Barry White Jr., an English teacher at Ashley Park PreK-8 School, gives personalized greetings (most of which are intermingled with dance moves) to all 40 of his students. News of his interactions originally went viral in September when the Charlotte-Mecklenburg School District posted the video to their Facebook page.",0
train-1310,"If Senator Anthony Portantino gets his way, California will be the first state in the nation to ensure that teenagers can go to school without sacrificing a good night's sleep. This week he introduced SB328, a bill that would require California school districts to start middle and high school classes no earlier than 8:30 a.m.

""Every year we discuss as parents, educators, and legislators, best practices and interests of the children and education,"" says Portantino. ""Well, data is clear: starting the school day later improves the quality of education, health, and welfare of our children. So let's do it.",0
train-1311,"Former Secretary of State Hillary Clinton will return to her alma mater, Wellesley College, to deliver the school's 2017 commencement speech this spring, Wellesley's student newspaper reports.

The former first lady and 2016 Democratic presidential nominee graduated from the women's liberal arts college in 1969. As a student there, she served as head of the Young Republicans Club and president of the College Government Association.

This year's event will be Clinton's third time addressing the school's graduating class.",0
train-1312,"Canada's largest school board has barred all future field trips to the United States because of concerns that some students could get caught up in President Donald Trump's travel ban. And a girls chorus in California just became the latest U.S. institution to ditch an overseas trip for the same reason. 

The Toronto District School Board wrote in a letter to principals Thursday that its decision was passed unanimously at a meeting held the previous night, amid concerns for protecting student safety and embracing values of equity and inclusion. Trustees also feared that border problems could scuttle trips at the last minute for students who often fundraise for many months to pay for travel.",0
train-1313,"A funny thing happened on the way to making U.S. high schools harder: The rest of the industrialized world made theirs even harder.

A new survey of foreign exchange students who spent time in U.S. high schools last year finds that nine in 10 of them think school back home is more challenging. And the percentage who think so has grown.

That's according to a new study out Wednesday from the Brookings Institution's Brown Center on Education Policy. Researcher Tom Loveless in 2001 surveyed foreign exchange students, then revisited the questions in 2016. He found that the new crop of students believe more strongly that school here is easier than in their native country - and that students here don't work as hard.",0
train-1314,"High school students spend years taking classes that will help them tackle the rigors of college courses.

But according to a new national survey, most freshmen were unprepared for campus life in one important way: emotionally.

The First Year College Experience survey, conducted by Harris Poll for The JED Foundation, Partnership for Drug-Free Kids, and The Jordan Porco Foundation, found that 60 percent of freshmen said they wished they had ""more help getting emotionally ready for college.",0
train-1315,"We thought we'd never have to pull this out again  one member of the singing activist group said at a tech industry rally against President Trump in San Francisco earlier this month. Then the Grannies launched into their protest song: Say to Comcast  to Verizon and to AT&T: Hands off the Internet  it must be free."" The chant stood out at the protest  as the gathering mostly focused on Silicon Valley's fight with Trump over the travel ban. It also stands out as one of the few moments since Trump's inauguration when net neutrality took center stage in Silicon Valley. The net neutrality rules  approved by the Federal Communications Commission in 2015  are intended to keep the Internet open and fair. The rules prevent Internet providers from playing favorites by deliberately speeding up or slowing down traffic from specific websites and apps.",0
train-1316,Toshiba has been hit with billions of dollars of losses from problems at Westinghouse's nuclear operations. The Chapter 11 bankruptcy filing allows Toshiba (TOSBF) to limit exposure to future losses at Westinghouse. The Japanese firm said in a statement Wednesday that Westinghouse will no longer be under its control and will be deconsolidated from its financial results. Westinghouse is what is left today of what was once a major industrial conglomerate that helped change the world during the late 19th and early 20th centuries. Founder George Westinghouse  a prolific inventor  started making air brakes which greatly improved the safety of train travel and freight transportation. He was a key advocate of alternating electrical current that is still used around the globe today  rather than the direct current which had been pioneered by Thomas Edison.,0
train-1317,"The gas-rich Gulf state has already invested about £40 billion ($50 billion) in Britain  where it owns a string of trophy assets including the Harrods department store and the Shard -- western Europe's tallest building. Prime Minister Sheikh Abdullah bin Nasser Al Thani said Qatar would spend another £5 billion ($6.3 billion) over the next 3 to 5 years on energy  infrastructure  real estate and other sectors. The news comes as Prime Minister Theresa May prepares to trigger the official EU exit process on Wednesday. ""We are looking beyond the boundaries of our own continent  ready to embrace all the opportunities of this new era  said Liam Fox, U.K. secretary of state for international trade.",0
train-1318,"Charles Murphy was found dead on the fourth-floor terrace of the Sofitel hotel on Monday  according to a police source. ""We are extremely saddened by this news  said John Paulson, the president of Paulson & Co., a separate hedge fund where Murphy worked at the time of his death. Charles was an extremely gifted and brilliant man  a great partner and a true friend."" Murphy once worked for Fairfield Greenwich  which invested about $7 billion with Madoff and was later sued by investors who lost money. The fund agreed to an $80 million settlement. Madoff was arrested in December 2008 for running the world's largest Ponzi scheme and defrauding investors of $20 billion. He pleaded guilty to fraud charges. Now 78  he is serving 150 years in a federal prison in North Carolina.",0
train-1319,"The Amazon (AMZN  Tech30) CEO tweeted a photo of himself testing out a giant mechanical robot suit at the company's exclusive MARS conference late Sunday night. The conference focuses on machine-learning  home automation  robotics and space. ""Why do I feel so much like Sigourney Weaver?"" Bezos asked the audience  referring to the actress's lead role in ""Alien."" The robot was designed by South Korean company Hankook Mirae Technology and is almost 14 feet tall  according to the company's website.",0
train-1320,Saudi Arabia gave Saudi Aramco a huge gift this week by slashing the tax rate on the national oil company to 50% from 85%. The kingdom stressed that the drastically reduced tax rate  which is retroactive to the start of 2017  would be offset by dividends and investment profits. The enormous tax relief will also add tens of billions of dollars to Aramco's coffers at a time of growing concern over how much the world's largest oil company is actually worth. While Saudi Arabia has said Aramco could be valued at $2 trillion in an expected 2018 IPO  some analysts believed that price tag was too generous. Saudi Arabia badly needs the Aramco IPO to go smoothly because it would generate a cash windfall at a time when plunging oil revenue has blown a hole in its once-vaunted budget.,0
train-1321,"You can't pay your interns with free food  ""Finding people to work is challenging  particularly for restaurants. Pret a Manger  a U.K. based sandwich shop chain is no different. To meet this challenge  executives there decided to try something new: a one-week internship for about 500 teenagers to  according to a company statement in the Guardian  ""get exposure to aspects of our business including food production  customer service  social responsibility [care for the homeless] and financial control.""  It seemed like a good and much needed idea–particularly in the U.K. where finding low-skilled labor is projected to becomeincreasingly difficult as the effects of Brexit takes hold and fewer EU nationals make their way to England. ""British schools and parents don't always take careers in the hospitality industry seriously  but they really ought to  the company wrote in its blog.",0
train-1322,Congress sent proposed legislation to President Trump on Tuesday that wipes away landmark online privacy protections  the first salvo in what is likely to become a significant reworking of the rules governing Internet access in an era of Republican dominance.  In a party-line vote  House Republicans freed Internet service providers such as Verizon  AT&T and Comcast from restrictions approved just last year that had sought to limit what companies could do with information such as customer browsing habits  app usage history  location data and Social Security numbers. The rules had also required providers to strengthen safeguards for customer data against hackers and thieves.,0
train-1323,Congress sent proposed legislation to President Trump on Tuesday that wipes away landmark online privacy protections  the first salvo in what is likely to become a significant reworking of the rules governing Internet access in an era of Republican dominance.  In a party-line vote  House Republicans freed Internet service providers such as Verizon  AT&T and Comcast of protections approved just last year that had sought to limit what companies could do with information such as customer browsing habits  app usage history  location data and Social Security numbers. The rules also had required providers to strengthen safeguards for customer data against hackers and thieves.,0
train-1324,"Don't return Sweden to the high taxes of the 1970s and 1980s. That warning comes from Sweden's state-funded economic think tank as the Social Democratic-led government has been raising taxes on workers  while planning to cut levies on pensioners and those collecting benefits. ""There are big negative effects  at least in the longer term  of higher state income tax and the marginal tax rate  Urban Hansson Brusewitz, director-general at the National Institute of Economic Research, said in an interview Tuesday in Stockholm. Should things head in this direction too long it would be harmful for Sweden."" ",0
train-1325,"Russia can wait for a sustained recovery in oil prices before drilling again in Arctic waters  relying for now on less costly regions even as rival producer Norway accelerates development of its northerly fields. ""We estimate production costs for the Russian Arctic offshore in the range of $70 to $100 a barrel  Energy Minister Alexander Novak said by email. These reserves are our backup stock  he said before the International Arctic Forum in Russia's Arkhangelsk, which starts Wednesday.",0
train-1326,"500 as Inflation Makes a Comeback  ""Gold is poised to rally to levels last seen four years ago as rising inflation and negative real interest rates combine to boost demand  according to Incrementum AG  which says that the precious metal may be in the early stages of a bull market. Prices may climb to $1 400 to $1 500 an ounce this year  said Ronald-Peter Stoeferle  managing partner at the Liechtenstein-based company  which oversees 100 million Swiss francs ($101.5 million). Spot bullion -- which was at $1 249 on Wednesday -- last traded at $1 400 in September 2013.",0
train-1327,"Anticipating French Election Runoff  ""With more than three weeks still to go before the first round of voting  Marine Le Pen and Emmanuel Macron are already campaigning like they were the only candidates left in the race to become France's next president. With most recent polls suggesting anti-euro Le Pen and the centrist Macron are more than five points ahead of their nearest challenger for the two slots in the May 7 runoff  the front-runners traded barbs over the weekend as the other candidates faded into the background. Macron called Le Pen a ""a liar"" over a pledge to eliminate immigration  while the nationalist portrayed her rival as a puppet of the French elite. On Europe 1 radio on Monday  she said he's soft on migration.",0
train-1328,Brexit bankers fleeing London take note: Frankfurt is the cheapest major financial center in the European Union to live and work  according to property broker Savills Plc. The combined annual cost of renting an apartment and the per-employee office space expense totaled just under 30 000 euros ($33 000) in the German city  less than half that of Paris. Frankfurt is emerging as the favored destination for investment banks such as Goldman Sachs Group Inc. that need hubs within the EU after Britain withdraws from the bloc.,0
train-1329,Every week  hosts Dan Moss and Scott Lanman bring you a jargon-free dive into the stories that drive the global economy. Post-industrial Midwestern America helped propel Donald Trump to the nation's top job. You've heard that a hundred times. But did you hear about St Louis? A wave of Bosnian refugees  many of them Muslim  arrive in the city  starting in the mid-1990s. The result: a surge in business and job creation  revitalization of the community and help in the transition from a manufacturing to a service economy. Sadik Kukic tells Dan and Michelle about his journey from Balkan concentration camps to a pillar of the local community: He's now president of the Bosnian Chamber of Commerce. What could be more American?,0
train-1330,A long-running squabble between Denmark and Germany over power cables linking the countries has cut the amount of electricity Nordic producers can supply to Europe's biggest market to the lowest level in 17 years.  Germany cut import capacity from mainland Denmark by 89 percent on average last year  the most since a power market between the nations started in 2000. It's a consequence of Chancellor Angela Merkel's unprecedented Energiewende: the shift to wind and solar power mean surges in renewable energy production make it hard for the nation's grids to handle its own electricity  let alone imports.  The dispute is undermining the European Union's goal of breaking down national barriers for power to boost energy security and cut costs through more cross-border trading. Talks between Germany and Denmark have floundered  with no resolution emerging from their latest meeting on the matter in Berlin last week.,0
train-1331,"The London Stock Exchange has said it is continuing to ""work hard"" on its planned merger with Deutsche Boerse. Earlier this week  the LSE said the deal could collapse as it was unlikely to get European Commission clearance. The commission had ordered the LSE to sell its 60% stake in MTS  a fixed-income trading platform. The LSE had called the request ""disproportionate"". The LSE's latest comments came as the exchange reported an increase in profits for 2016. Excluding restructuring costs and businesses it has sold or closed  LSE said profit before tax rose to £623.1m for the year from £516.4m a year ago. ""The group has worked hard on our proposed merger with Deutsche Boerse  which received formal approval from both sets of shareholders  the firm said.",0
train-1332,Chinese tech giant Tencent has spent $1.78bn (£1.4bn) on buying a 5% stake in electric carmaker Tesla. Tencent  best known for its WeChat mobile app  has been investing in a number of sectors  including gaming  entmt  cloud computing and online financing. Tesla said the stake was passive  meaning Tencent would not get a say in how the US firm was run. Shares in Tesla rose 2.3% in early trading following the announcement. Tesla's range of electric cars has included the Model S and the Roadster  which was billed as the world's first electric sports car. The company also specialises in battery storage  and  through its SolarCity subsidiary  residential solar panels.,0
train-1333,"EU regulators have blocked London Stock Exchange's £21bn merger with German stock exchange Deutsche Boerse. The European Commission said the deal would have created a ""de facto monopoly"" for certain financial services. The merger would have combined Europe's two largest stock exchange operators. London Stock Exchange Group said it ""regrets"" the commission's decision  as the deal would have created a ""world-leading"" financial markets firm. It warned last month that the deal was unlikely to receive EU approval over concerns that it would limit competition. The firm  which operates the UK and Italian stock exchanges  had offered to sell its France-based clearing house to deal with those concerns. However  the European Commission decided that this remedy did not go far enough. Margrethe Vestager  the commissioner in charge of competition policy  said: ""The European economy depends on well-functioning financial markets.",0
train-1334,"American Airlines and China's biggest carrier by passengers  China Southern  have agreed a strategic partnership. The US airline will buy $200m (£159m) worth of shares in the Chinese firm and the two will ""seek to increase cooperation"". China Southern is the latest of China's top airlines to bring in an investor from outside the mainland. The deal should offer American Airlines more possibilities to tap into China's growing aviation market. China is one of the biggest sources of tourists to the US  with Chinese carriers aggressively expanding their fleets and range of overseas destinations to cater to the strong growth in traveller numbers.",0
